Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Study_Efficiency,Wellness,Study_Intensity,Attendance_Study_Balance,Score_Consistency,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_Low,Access_to_Resources_Medium,Extracurricular_Activities_Yes,Motivation_Level_Low,Motivation_Level_Medium,Internet_Access_Yes,Family_Income_Low,Family_Income_Medium,Teacher_Quality_Low,Teacher_Quality_Medium,School_Type_Public,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_Yes,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Moderate,Distance_from_Home_Near,Gender_Male,Risk_Factor,Motivation_Adjusted_Study,Exam_Score
32,91,4,66,3,2,2112,8,6.4,2912,34,False,False,False,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,32,75
23,72,6,92,2,3,2116,18,3.2857142857142856,1656,69,False,False,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,True,0,67
20,86,6,97,1,2,1940,12,2.857142857142857,1720,77,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,0,67
20,95,6,65,2,3,1300,18,2.857142857142857,1900,45,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True,False,False,40,70
6,76,8,63,5,3,378,24,0.6666666666666666,456,57,False,True,False,True,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False,True,True,False,6,64
24,63,8,85,1,3,2040,24,2.6666666666666665,1512,61,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,48,65
21,81,7,85,1,3,1785,21,2.625,1701,64,False,True,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False,21,68
23,74,7,76,1,2,1748,14,2.875,1702,53,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,23,67
16,87,10,96,1,1,1536,10,1.4545454545454546,1392,80,True,False,False,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,16,66
18,98,7,57,0,1,1026,7,2.25,1764,39,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,0,69
18,79,4,74,2,1,1332,4,3.6,1422,56,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,False,True,False,True,0,64
26,79,8,52,1,3,1352,24,2.888888888888889,2054,26,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,52,68
18,86,8,53,5,3,954,24,2.0,1548,35,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,0,68
32,64,9,53,1,3,1696,27,3.2,2048,21,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,0,65
23,70,8,75,0,2,1725,16,2.5555555555555554,1610,52,False,True,False,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,23,65
12,97,6,79,1,2,948,12,1.7142857142857142,1164,67,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,True,True,12,65
19,87,8,50,0,2,950,16,2.111111111111111,1653,31,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,0,67
16,61,7,82,2,3,1312,21,2.0,976,66,False,False,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,16,63
7,68,9,74,1,3,518,27,0.7,476,67,False,False,False,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,7,62
30,87,9,61,2,4,1830,36,3.0,2610,31,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,60,73
24,91,7,51,2,3,1224,21,3.0,2184,27,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False,False,True,False,True,False,True,False,48,72
23,94,8,58,5,6,1334,48,2.5555555555555554,2162,35,True,False,False,True,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False,True,46,71
21,72,9,80,3,4,1680,36,2.1,1512,59,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,False,True,False,False,True,True,False,42,67
12,97,7,83,0,2,996,14,1.5,1164,71,False,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,12,66
17,82,10,82,1,2,1394,20,1.5454545454545454,1394,65,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,34,68
25,88,9,58,0,4,1450,36,2.5,2200,33,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,True,False,0,70
14,84,6,96,2,2,1344,12,2.0,1176,82,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,14,66
5,65,7,71,0,2,355,14,0.625,325,66,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,5,56
19,99,8,88,1,3,1672,24,2.111111111111111,1881,69,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,38,71
19,65,10,58,2,3,1102,30,1.7272727272727273,1235,39,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,19,64
21,70,8,74,2,3,1554,24,2.3333333333333335,1470,53,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,0,65
24,93,7,76,2,1,1824,7,3.0,2232,52,False,True,False,True,True,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,True,48,70
24,85,9,89,1,2,2136,18,2.4,2040,65,False,False,True,False,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,True,24,70
22,94,7,81,2,4,1782,28,2.75,2068,59,True,False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True,True,22,71
27,81,6,70,0,5,1890,30,3.857142857142857,2187,43,False,False,False,False,True,False,True,True,True,False,False,True,True,False,True,False,True,False,False,False,False,False,27,70
11,75,8,64,3,3,704,24,1.2222222222222223,825,53,True,False,False,False,False,False,True,True,True,False,False,True,True,True,False,True,False,False,True,False,False,True,11,62
23,97,6,99,1,3,2277,18,3.2857142857142856,2231,76,False,True,False,True,True,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,0,72
24,61,10,64,0,3,1536,30,2.1818181818181817,1464,40,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,0,62
13,94,7,56,2,4,728,28,1.625,1222,43,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,True,26,67
11,69,8,65,0,2,715,16,1.2222222222222223,759,54,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,0,58
16,94,6,66,3,4,1056,24,2.2857142857142856,1504,50,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,16,69
16,66,9,56,0,4,896,36,1.6,1056,40,False,True,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,16,60
25,83,7,85,2,4,2125,28,3.125,2075,60,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,50,72
16,96,7,81,0,3,1296,21,2.0,1536,65,False,True,False,True,False,False,True,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,16,66
15,79,7,66,2,3,990,21,1.875,1185,51,False,True,False,False,True,False,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,15,66
16,90,5,100,1,4,1600,20,2.6666666666666665,1440,84,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,0,69
27,92,7,83,2,4,2241,28,3.375,2484,56,True,False,False,True,True,True,False,True,True,False,False,True,True,False,True,True,False,False,True,False,False,True,0,70
20,89,8,85,2,1,1700,8,2.2222222222222223,1780,65,True,False,False,True,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,20,70
19,97,5,78,0,3,1482,15,3.1666666666666665,1843,59,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,0,70
19,78,9,78,2,2,1482,18,1.9,1482,59,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,19,67
28,67,7,51,2,3,1428,21,3.5,1876,23,False,False,False,True,True,False,True,True,False,True,False,True,True,True,False,False,True,False,False,True,False,False,28,67
16,62,7,89,0,3,1424,21,2.0,992,73,True,False,True,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,False,False,False,True,32,59
28,70,4,96,1,2,2688,8,5.6,1960,68,False,True,False,True,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,0,67
21,66,7,56,1,4,1176,28,2.625,1386,35,False,False,False,True,True,False,True,True,True,False,False,True,False,True,False,False,False,True,True,False,True,False,21,65
19,82,5,90,1,3,1710,15,3.1666666666666665,1558,71,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,19,68
35,67,6,77,1,3,2695,18,5.0,2345,42,False,False,False,False,True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,True,True,False,0,71
14,62,5,64,2,3,896,15,2.3333333333333335,868,50,False,True,False,True,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,True,False,14,61
18,61,6,96,0,3,1728,18,2.5714285714285716,1098,78,False,True,False,True,True,False,True,True,False,True,False,True,True,False,False,False,True,False,False,True,True,False,18,63
13,93,7,51,1,3,663,21,1.625,1209,38,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,0,67
26,84,7,64,1,4,1664,28,3.25,2184,38,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,26,69
30,74,8,94,0,3,2820,24,3.3333333333333335,2220,64,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,0,70
30,96,4,74,0,3,2220,12,6.0,2880,44,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,60,69
27,63,7,80,1,4,2160,28,3.375,1701,53,False,False,False,True,True,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,27,66
19,99,7,87,1,4,1653,28,2.375,1881,68,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,0,70
18,85,6,57,2,2,1026,12,2.5714285714285716,1530,39,False,True,False,True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,0,67
10,67,6,61,0,2,610,12,1.4285714285714286,670,51,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,10,61
32,87,9,100,2,2,3200,18,3.2,2784,68,False,True,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,True,True,False,True,False,32,74
23,91,10,62,1,3,1426,30,2.090909090909091,2093,39,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,0,70
17,77,4,77,0,4,1309,16,3.4,1309,60,False,False,False,True,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,0,66
28,94,6,65,1,1,1820,6,4.0,2632,37,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,56,73
14,66,5,93,1,2,1302,10,2.3333333333333335,924,79,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,14,62
22,71,7,98,2,2,2156,14,2.75,1562,76,False,True,True,False,True,True,False,True,True,False,False,False,True,True,False,False,True,False,True,False,False,True,0,65
19,64,9,57,0,3,1083,27,1.9,1216,38,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,0,62
24,68,8,80,1,4,1920,32,2.6666666666666665,1632,56,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,True,24,64
20,70,7,91,1,2,1820,14,2.5,1400,71,False,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,20,63
11,97,7,91,1,4,1001,28,1.375,1067,80,False,True,False,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,11,69
20,63,7,72,3,5,1440,35,2.5,1260,52,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,True,True,True,0,63
26,77,8,61,1,4,1586,32,2.888888888888889,2002,35,False,True,False,True,True,False,True,True,True,False,False,True,True,True,False,False,False,False,True,False,True,False,26,67
20,81,8,69,1,2,1380,16,2.2222222222222223,1620,49,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,20,65
25,96,8,88,0,1,2200,8,2.7777777777777777,2400,63,False,True,False,False,False,False,True,True,True,False,False,True,False,True,False,False,True,False,False,True,True,False,25,71
14,100,4,100,3,3,1400,12,2.8,1400,86,False,True,False,True,True,False,True,True,True,False,False,True,True,True,False,False,False,True,True,False,False,False,14,71
20,90,7,78,0,4,1560,28,2.5,1800,58,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,40,69
16,99,7,60,2,3,960,21,2.0,1584,44,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,16,71
24,91,8,52,1,5,1248,40,2.6666666666666665,2184,28,True,False,False,True,True,False,True,True,True,False,False,True,True,True,False,False,True,False,False,True,True,True,24,68
20,99,7,97,2,0,1940,0,2.5,1980,77,True,False,False,True,True,False,True,True,True,False,False,True,True,True,False,False,True,False,False,True,True,True,20,70
24,88,8,74,0,3,1776,24,2.6666666666666665,2112,50,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,24,71
27,63,6,86,1,4,2322,24,3.857142857142857,1701,59,False,True,False,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,27,68
24,76,8,83,1,4,1992,32,2.6666666666666665,1824,59,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,24,69
22,86,9,95,4,2,2090,18,2.2,1892,73,False,True,False,True,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,22,71
14,74,5,63,2,3,882,15,2.3333333333333335,1036,49,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,63
20,71,5,72,4,4,1440,20,3.3333333333333335,1420,52,True,False,False,True,False,False,True,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,20,66
17,83,8,96,1,3,1632,24,1.8888888888888888,1411,79,False,True,False,True,False,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,True,False,17,67
18,97,7,79,3,3,1422,21,2.25,1746,61,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,18,71
18,61,9,54,0,2,972,18,1.8,1098,36,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,18,59
14,91,7,60,0,2,840,14,1.75,1274,46,False,False,False,True,True,False,True,True,False,False,False,True,True,True,False,False,True,False,False,True,True,False,14,67
8,89,8,62,2,4,496,32,0.8888888888888888,712,54,False,False,False,False,False,False,True,True,False,True,False,True,True,False,True,True,True,False,True,False,True,True,8,66
16,99,6,100,1,3,1600,18,2.2857142857142856,1584,84,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,32,72
21,97,8,61,0,3,1281,24,2.3333333333333335,2037,40,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,0,70
12,90,8,93,3,3,1116,24,1.3333333333333333,1080,81,False,True,False,True,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,0,68
20,81,6,54,0,2,1080,12,2.857142857142857,1620,34,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0,63
31,68,9,59,3,2,1829,18,3.1,2108,28,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,31,69
26,82,4,94,0,3,2444,12,5.2,2132,68,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,True,0,67
30,91,7,95,1,3,2850,21,3.75,2730,65,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,0,75
22,96,5,59,0,2,1298,10,3.6666666666666665,2112,37,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,22,67
27,92,5,61,0,3,1647,15,4.5,2484,34,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,27,74
16,68,8,77,1,4,1232,32,1.7777777777777777,1088,61,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,16,66
16,84,5,53,2,1,848,5,2.6666666666666665,1344,37,False,True,False,False,True,False,True,False,True,False,False,True,True,True,False,False,True,False,False,True,True,False,16,65
4,73,5,97,1,1,388,5,0.6666666666666666,292,93,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,True,8,60
27,60,8,68,1,4,1836,32,3.0,1620,41,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,54,63
29,68,5,74,3,2,2146,10,4.833333333333333,1972,45,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,True,True,0,69
17,65,9,55,1,2,935,18,1.7,1105,38,False,False,False,False,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,17,64
18,94,8,52,1,4,936,32,2.0,1692,34,True,False,False,True,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,18,68
15,70,6,73,2,4,1095,24,2.142857142857143,1050,58,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,0,63
22,71,8,56,0,2,1232,16,2.4444444444444446,1562,34,False,True,False,True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,0,65
27,98,4,82,0,3,2214,12,5.4,2646,55,False,True,False,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,27,74
10,75,8,90,2,2,900,16,1.1111111111111112,750,80,False,True,False,False,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,10,65
22,60,5,52,0,2,1144,10,3.6666666666666665,1320,30,False,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,22,61
18,71,6,81,1,3,1458,18,2.5714285714285716,1278,63,False,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,18,66
21,65,6,91,1,3,1911,18,3.0,1365,70,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,42,67
23,64,9,72,0,3,1656,27,2.3,1472,49,False,False,False,True,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,23,66
19,63,6,98,4,2,1862,12,2.7142857142857144,1197,79,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False,38,69
19,84,7,56,2,3,1064,21,2.375,1596,37,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,0,65
19,68,6,66,2,3,1254,18,2.7142857142857144,1292,47,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,19,65
26,74,6,62,0,3,1612,18,3.7142857142857144,1924,36,False,False,False,True,False,False,True,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,26,66
23,94,5,100,2,2,2300,10,3.8333333333333335,2162,77,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,0,73
21,77,7,65,2,2,1365,14,2.625,1617,44,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,21,64
12,97,7,69,0,5,828,35,1.5,1164,57,False,True,True,False,True,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,0,67
18,80,8,92,0,1,1656,8,2.0,1440,74,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,36,67
25,76,7,96,3,4,2400,28,3.125,1900,71,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,True,True,False,False,True,False,True,25,68
20,90,7,97,2,3,1940,21,2.5,1800,77,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,20,71
24,63,8,78,0,3,1872,24,2.6666666666666665,1512,54,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,24,64
31,64,6,83,1,2,2573,12,4.428571428571429,1984,52,False,True,False,True,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,31,67
26,86,5,67,2,1,1742,5,4.333333333333333,2236,41,False,True,True,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,26,68
21,79,8,80,1,3,1680,24,2.3333333333333335,1659,59,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,42,67
17,92,6,65,3,2,1105,12,2.4285714285714284,1564,48,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,True,34,70
5,97,7,87,2,3,435,21,0.625,485,82,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,5,64
19,76,6,65,0,4,1235,24,2.7142857142857144,1444,46,False,True,False,True,True,False,True,True,True,False,False,True,True,True,False,True,True,False,False,True,False,True,19,63
18,84,6,94,3,4,1692,24,2.5714285714285716,1512,76,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,True,False,False,True,True,False,18,71
22,80,4,57,1,3,1254,12,4.4,1760,35,True,False,True,False,False,True,False,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,0,64
19,99,8,79,3,4,1501,32,2.111111111111111,1881,60,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,True,38,70
18,93,4,76,3,3,1368,12,3.6,1674,58,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,36,70
9,96,9,63,1,1,567,9,0.9,864,54,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,9,67
14,70,9,51,1,4,714,36,1.4,980,37,False,True,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,0,62
23,91,6,57,2,2,1311,12,3.2857142857142856,2093,34,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,True,True,False,0,69
30,71,9,98,2,1,2940,9,3.0,2130,68,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,0,69
19,68,10,97,0,3,1843,30,1.7272727272727273,1292,78,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,0,62
22,98,7,56,1,1,1232,7,2.75,2156,34,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,44,70
26,61,8,69,2,3,1794,24,2.888888888888889,1586,43,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,52,66
15,99,7,73,1,3,1095,21,1.875,1485,58,False,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,0,69
22,66,9,74,3,3,1628,27,2.2,1452,52,False,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,22,65
16,93,5,65,0,3,1040,15,2.6666666666666665,1488,49,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True,0,66
25,71,7,96,2,3,2400,21,3.125,1775,71,False,False,False,True,True,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,0,69
21,74,8,95,1,5,1995,40,2.3333333333333335,1554,74,False,False,False,True,True,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,0,66
22,69,8,51,1,3,1122,24,2.4444444444444446,1518,29,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,22,65
15,83,7,83,1,2,1245,14,1.875,1245,68,False,True,True,False,True,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False,True,0,66
24,74,9,54,1,3,1296,27,2.4,1776,30,True,False,True,False,True,False,True,True,True,False,False,True,True,True,False,False,True,False,False,True,False,True,24,63
33,86,7,80,0,3,2640,21,4.125,2838,47,True,False,False,True,True,False,True,True,True,False,False,False,True,True,False,False,False,True,False,True,False,True,33,72
14,61,7,93,3,2,1302,14,1.75,854,79,False,True,False,True,True,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,0,62
18,63,8,82,1,1,1476,8,2.0,1134,64,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,18,64
21,64,7,73,2,2,1533,14,2.625,1344,52,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,42,61
25,77,7,98,0,2,2450,14,3.125,1925,73,False,False,False,True,True,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,True,False,0,70
17,93,6,87,1,2,1479,12,2.4285714285714284,1581,70,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,17,67
3,96,10,62,3,4,186,40,0.2727272727272727,288,59,False,False,False,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,3,66
28,70,6,69,2,4,1932,24,4.0,1960,41,False,True,False,True,True,False,True,True,True,False,True,False,True,False,True,True,True,False,False,True,True,True,28,66
25,83,8,88,1,3,2200,24,2.7777777777777777,2075,63,True,False,False,True,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,True,0,68
10,91,10,51,0,3,510,30,0.9090909090909091,910,41,False,False,False,False,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,10,67
16,72,5,53,1,3,848,15,2.6666666666666665,1152,37,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,16,65
29,76,8,93,0,4,2697,32,3.2222222222222223,2204,64,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,0,70
29,81,7,52,1,4,1508,28,3.625,2349,23,False,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,29,69
26,65,10,84,1,4,2184,40,2.3636363636363638,1690,58,False,True,False,True,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,26,68
19,61,6,66,0,1,1254,6,2.7142857142857144,1159,47,False,True,False,True,False,False,True,True,False,False,False,True,True,True,False,False,True,False,False,True,True,False,19,61
20,66,6,91,0,5,1820,30,2.857142857142857,1320,71,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,0,65
19,85,7,92,3,2,1748,14,2.375,1615,73,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,False,19,71
27,63,6,98,0,3,2646,18,3.857142857142857,1701,71,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,0,66
15,68,6,55,0,3,825,18,2.142857142857143,1020,40,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,15,62
15,74,10,71,0,2,1065,20,1.3636363636363635,1110,56,True,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,True,True,15,61
26,63,7,79,1,2,2054,14,3.25,1638,53,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,26,67
20,68,6,96,0,3,1920,18,2.857142857142857,1360,76,False,True,False,False,True,False,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,20,66
28,96,6,63,1,2,1764,12,4.0,2688,35,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,56,71
